row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category
19536,9475,positive,1,positive,Sweet,GENERAL_FEEDBACK
19537,9476,positive,1,positive,Superbb camera and sounds,PHONE
19538,9477,positive,1,positive,Good!!!,GENERAL_FEEDBACK
19539,9478,positive,1,positive,Excellent.,GENERAL_FEEDBACK
19540,9479,positive,1,positive,love this,GENERAL_FEEDBACK
19541,9480,negative,1,positive,it still working as it should be,GENERAL_FEEDBACK
19542,9480,negative,1,negative,while playing games it easily heat up,PHONE
19543,9481,negative,0,negative,Worst charging,PHONE
19544,9481,negative,0,negative,charge draining quickly...,PHONE
19545,9482,positive,1,positive,good,GENERAL_FEEDBACK
19546,9483,positive,1,positive,I like most this handset. Nice handset,GENERAL_FEEDBACK
19547,9484,negative,0,negative,The handset gets hot very frequently .,PHONE
19548,9484,negative,0,negative,It is taking longer than 6 hrs time to charge the battery.,PHONE
19549,9484,negative,0,negative,The charger is not working properly.,PHONE
19550,9485,negative,0,negative,camera hangs every day requiring a restart,PHONE
19551,9485,negative,0,negative,Poor support,INFRASTRUCTURE
19552,9486,negative,0,negative,Gets restarted without any reason...,PHONE
19553,9486,negative,0,negative,Not able to send and receive SMS most of the time.,PHONE
19554,9486,negative,0,negative,Mobile Network keeps fluctuating all the time and too many call drops...,PHONE
19555,9487,positive,1,positive,Good Mobile phone,GENERAL_FEEDBACK
19556,9488,negative,0,negative,Crap,GENERAL_FEEDBACK
19557,9489,positive,1,positive,great,GENERAL_FEEDBACK
19558,9490,negative,0,negative,Very less features,PHONE
19559,9490,negative,0,negative,not find manual book no bill,INFRASTRUCTURE
19560,9490,negative,0,negative,ram is running half full in just 1 day,PHONE
19561,9491,positive,1,positive,Stock android always better then customized Android.,PHONE
19562,9491,positive,1,positive,Good Phone in the price range.,GENERAL_FEEDBACK
19563,9492,positive,1,positive,great,GENERAL_FEEDBACK
19564,9493,positive,0,positive,Good product.,GENERAL_FEEDBACK
19565,9494,negative,0,negative,My cellphone now coming heat.,PHONE
19568,9495,positive,0,negative,the camera could have been still better.,PHONE
19567,9495,positive,0,positive,"Good Battery backup, no hanging problem, no heating problem.",PHONE
19566,9495,positive,0,negative,"Miss Lots of Features, like, anti virus.",PHONE
19569,9496,positive,1,positive,"Awesome performance,Ram managment is good",PHONE
19570,9496,positive,1,negative,Heating happens when camera works for long time,PHONE
19571,9496,positive,1,negative,Camera quality is a con.,PHONE
19572,9496,positive,1,positive,Fits in hand,PHONE
19573,9497,positive,1,positive,Amazing product at this price. I really loved it.,GENERAL_FEEDBACK
19574,9498,negative,0,negative,when you connect the phone through data cable to laptop or cpu then also it does not charges or charges with very slow rate,PHONE
19575,9498,negative,0,positive,all other aspects of the mobile are great.,GENERAL_FEEDBACK
19576,9498,negative,0,negative,while you connect your phone to the charging and at the same time you keep operating the phone... it stops charging .,PHONE
19578,9499,negative,0,negative,camera quality not good,PHONE
19577,9499,negative,0,negative,Heating problem,PHONE
19579,9500,negative,0,negative,Faulty product delivered.,INFRASTRUCTURE
19580,9500,negative,0,negative,Not charging.,PHONE
19581,9500,negative,0,negative,Shuts down.,PHONE
19582,9501,negative,0,negative,Battery problem,PHONE
19583,9501,negative,0,negative,heating problem,PHONE
19584,9501,negative,0,negative,aap open problem,PHONE
19589,9502,negative,0,negative,Sound is not coming through another set of speakers,PHONE
19588,9502,negative,0,positive,Good camera .,PHONE
19586,9502,negative,0,negative,Poor quality of glass .,PHONE
19585,9502,negative,0,negative,The glass broke off within a month of purchase,PHONE
19587,9502,negative,0,positive,Other than that all features are nice .,GENERAL_FEEDBACK
19590,9503,negative,0,negative,Worst phone ever I have wasted my money,GENERAL_FEEDBACK
19591,9503,negative,0,negative,it took 8 to 10 hours for 50percent charging,PHONE
19592,9504,negative,0,positive,The phone is good,GENERAL_FEEDBACK
19593,9504,negative,0,negative,The battery of this phone is too bad,PHONE
19596,9505,negative,0,negative,app crashed are normal in this mobile.,PHONE
19594,9505,negative,0,negative,Totally Worst Mobile,GENERAL_FEEDBACK
19595,9505,negative,0,negative,It has hanging issue,PHONE
19597,9506,positive,1,positive,So sexy phoch,PHONE
19598,9507,positive,1,positive,Very good,GENERAL_FEEDBACK
19602,9508,negative,0,negative,Heating problem..,PHONE
19601,9508,negative,0,negative,Display clarity was not up to the mark.,PHONE
19603,9508,negative,0,positive,Only I loved the stock Android UI.,PHONE
19599,9508,negative,0,negative,I received a k8 note with mic problem.,PHONE
19600,9508,negative,0,negative,There was some lagging effectwhile using depth enable mode .,PHONE
19606,9509,negative,0,positive,the phone is very good at gaming,PHONE
19607,9509,negative,0,positive,my jio works perfect for me,PHONE
19604,9509,negative,0,negative,I got a faulty charger which makes a hissing sound when charging,PHONE
19605,9509,negative,0,negative,The phone heats a lot while playing games,PHONE
19608,9510,negative,0,negative,15 gb is taken internal only,PHONE
19609,9510,negative,0,negative,sound quality is not good,PHONE
19610,9510,negative,0,negative,it doesnt have volte support,PHONE
19611,9511,positive,1,positive,Nice phone for 14000rs,GENERAL_FEEDBACK
19617,9512,negative,0,negative,microphone is not working.,PHONE
19614,9512,negative,0,negative,Mobile internet rarely works,PHONE
19616,9512,negative,0,positive,"Amazon service, its really too good",INFRASTRUCTURE
19612,9512,negative,0,negative,It heats up in 5min game also.,PHONE
19613,9512,negative,0,negative,it takes 1.5 hrs for full charge.,PHONE
19615,9512,negative,0,negative,you are holding some low cost Chinese phone.,GENERAL_FEEDBACK
19618,9513,negative,0,positive,Mobile is good,GENERAL_FEEDBACK
19619,9513,negative,0,negative,it has two speaker but one is't working,PHONE
19620,9514,negative,0,negative,Battery backup is very very poor,PHONE
19621,9515,negative,0,negative,Charger is not working,PHONE
19622,9515,negative,0,negative,mobile is also totally hang,PHONE
19624,9516,positive,0,negative,Phone is heating when charging,PHONE
19623,9516,positive,0,positive,after all is too good..,GENERAL_FEEDBACK
19627,9517,negative,0,negative,video not so clear,PHONE
19626,9517,negative,0,negative,camera quality is ok,PHONE
19625,9517,negative,0,positive,good,GENERAL_FEEDBACK
19628,9518,positive,1,positive,Everything is good,GENERAL_FEEDBACK
19629,9518,positive,1,negative,except camera quality.,PHONE
19630,9519,negative,0,negative,Phone heating problem.,PHONE
19631,9519,negative,0,negative,returning is very difficult.,INFRASTRUCTURE
19632,9519,negative,0,negative,JIO 4G SIM not working,PHONE
19633,9520,positive,1,positive,Amazing phone,GENERAL_FEEDBACK
19634,9521,negative,0,negative,Not good,GENERAL_FEEDBACK
19636,9522,positive,1,positive,Music with Dolby Atmos,PHONE
19635,9522,positive,1,positive,Made for edm lovers,PHONE
19637,9523,positive,0,positive,volte works,PHONE
19638,9523,positive,0,positive,overall good phone,GENERAL_FEEDBACK
19639,9523,positive,0,negative,camera not so good,PHONE
19640,9523,positive,0,positive,battery lasts long,PHONE
19641,9523,positive,0,negative,a bit poor coverage reception,PHONE
19642,9523,positive,0,positive,build quarlity is good.,PHONE
19644,9525,positive,1,positive,Product was so good.,GENERAL_FEEDBACK
19645,9525,positive,1,positive,looking for this budget this is so good and comfortable.,PHONE
19643,9525,positive,1,negative,Little bjt disappointed with camera and battery,PHONE
19646,9526,positive,1,positive,Great,GENERAL_FEEDBACK
19650,9527,negative,0,positive,worth product for this type of specifications,PHONE
19649,9527,negative,0,negative,Camera is bad,PHONE
19648,9527,negative,0,negative,battery backup is also not that much good,PHONE
19647,9527,negative,0,negative,heating issue a lot,PHONE
19651,9528,positive,1,positive,Owsm btry life in working in 4g net,PHONE
19652,9529,positive,1,positive,Like,GENERAL_FEEDBACK
19653,9530,negative,0,negative,Worst product,GENERAL_FEEDBACK
19654,9531,negative,0,negative,Very bad..regret for buying,GENERAL_FEEDBACK
19655,9531,negative,0,negative,Poor options compared to vibe k5 note,PHONE
19656,9531,negative,0,negative,"No screecast , no super power mode, no auto phone offf",PHONE
19657,9532,positive,1,positive,smart,GENERAL_FEEDBACK
19659,9533,negative,0,negative,Display is darkness.,PHONE
19658,9533,negative,0,negative,I am not satisfied with Lenovo k8 note.,GENERAL_FEEDBACK
19660,9534,negative,0,negative,"Bluetooth, hotspot and wifi are not working.",PHONE
19661,9535,positive,1,positive,Aswome phone,GENERAL_FEEDBACK
19662,9536,positive,1,positive,Very good phone,GENERAL_FEEDBACK
19663,9537,positive,1,positive,Good overall smartphone,GENERAL_FEEDBACK
19664,9538,positive,1,positive,Nice phone.,GENERAL_FEEDBACK
19665,9539,negative,0,negative,Battery back is too bad,PHONE
19666,9539,negative,0,negative,I would not recommend this product to anyone,GENERAL_FEEDBACK
19667,9539,negative,0,negative,it takes lot of time to charge.,PHONE
19668,9540,negative,0,negative,Not worth for money,GENERAL_FEEDBACK
19669,9541,negative,0,negative,battery backup very low,PHONE
19670,9541,negative,0,negative,Heavy heat,PHONE
19671,9542,positive,1,positive,Best product,GENERAL_FEEDBACK
19672,9543,negative,0,negative,User Interface needs lot of improvement.,PHONE
19673,9543,negative,0,negative,Some features are missing,PHONE
19676,9544,negative,0,negative,Charging problem,PHONE
19677,9544,negative,0,negative,Hang,PHONE
19674,9544,negative,0,negative,one of the worst mobile,GENERAL_FEEDBACK
19675,9544,negative,0,negative,Battery heating,PHONE
19678,9545,negative,0,negative,the camera in my set is defective.,PHONE
19679,9545,negative,0,negative,On every pic a white light is coming at the top.,PHONE
19680,9546,positive,1,positive,Extremely satisfied with his product,GENERAL_FEEDBACK
19681,9546,positive,1,positive,"Dual sim, dedicated SD card slot, great battery, stock android.",PHONE
19682,9546,positive,1,positive,Would recommend to all those looking for best mobile under 15k.,GENERAL_FEEDBACK
19685,9547,negative,0,negative,always warm while connected to internet.,PHONE
19683,9547,negative,0,negative,Dont prefer this one.,GENERAL_FEEDBACK
19684,9547,negative,0,negative,Over Heating Issue while light usage,PHONE
19686,9548,negative,0,negative,Battery wasted...One day only,PHONE
19688,9549,positive,1,positive,GREAT PHONE,GENERAL_FEEDBACK
19687,9549,positive,1,positive,received in best condition,INFRASTRUCTURE
19689,9550,negative,0,negative,avarage battery life,PHONE
19690,9550,negative,0,negative,Heating problem,PHONE
19691,9551,negative,0,negative,Worst phone ever,GENERAL_FEEDBACK
19692,9552,negative,0,positive,except storage and battery,PHONE
19693,9552,negative,0,negative,Lenovo k4 is much better than this,GENERAL_FEEDBACK
19694,9553,positive,1,positive,Superb phone,GENERAL_FEEDBACK
19695,9554,negative,0,negative,Very hot when video is on,PHONE
19700,9555,positive,1,negative,battery life is just average,PHONE
19699,9555,positive,1,positive,Value for money best phone under 15k price range.,GENERAL_FEEDBACK
19697,9555,positive,1,positive,fast charging helps phone to get charged super fast.,PHONE
19696,9555,positive,1,negative,Phone gets heated up soon,PHONE
19698,9555,positive,1,positive,looks are superb,PHONE
19701,9556,negative,0,negative,The phone is very much heated at the time of charging and using.,PHONE
19702,9556,negative,0,negative,I want to return it back.,INFRASTRUCTURE
19703,9557,negative,0,negative,Horrible Heating issue,PHONE
19704,9557,negative,0,negative,temperature of device more than 45 degree.,PHONE
19705,9557,negative,0,negative,battery problem also.,PHONE
19708,9558,negative,0,positive,worth for the price,GENERAL_FEEDBACK
19707,9558,negative,0,negative,battery performance is average,PHONE
19706,9558,negative,0,negative,The only thing I felt wrong is the dual cam set up,PHONE
19709,9559,negative,0,negative,Network issue only LTE Nentwork support,PHONE
19710,9560,negative,0,negative,battery is getting drained in a few hours,PHONE
19711,9561,negative,0,negative,I think the cash back is fake,INFRASTRUCTURE
19712,9561,negative,0,positive,Product ok,GENERAL_FEEDBACK
19713,9562,positive,0,negative,Battery drowns fast,PHONE
19714,9562,positive,0,positive,Rear dual camera - Good,PHONE
19715,9562,positive,0,positive,"Music, Display, Performance are good.",PHONE
19716,9562,positive,0,negative,Front Camera - Average,PHONE
19717,9563,negative,0,negative,Lenovo is fraud company.,INFRASTRUCTURE
19718,9563,negative,0,negative,when I went to service center they charged me Rs 650,INFRASTRUCTURE
19719,9563,negative,0,negative,They supplied defective charger,INFRASTRUCTURE
19720,9564,negative,0,negative,In the same place different handset receiving better signal,PHONE
19721,9564,negative,0,negative,I am experiencing network issues in this handset,PHONE
19722,9565,positive,1,positive,Good one,GENERAL_FEEDBACK
19723,9566,negative,0,negative,Heating problem,PHONE
19724,9567,positive,1,positive,super,GENERAL_FEEDBACK
19726,9568,positive,1,positive,"Speed, Looks,Camera,,Battery, Feel all is killer!!!!",PHONE
19725,9568,positive,1,positive,Lovely phone in this price range.,GENERAL_FEEDBACK
19727,9569,positive,1,positive,Superrr,GENERAL_FEEDBACK
19729,9570,positive,1,positive,Loved it,GENERAL_FEEDBACK
19728,9570,positive,1,positive,Gud camera and user experience.,PHONE
19730,9571,negative,0,negative,heating issues,PHONE
19731,9571,negative,0,negative,poor camera,PHONE
19732,9571,negative,0,negative,poor battery,PHONE
19733,9571,negative,0,negative,worst phone ever,GENERAL_FEEDBACK
19734,9572,positive,0,negative,in speaker sound and headset sound no effects.,PHONE
19735,9572,positive,0,positive,Phone good,GENERAL_FEEDBACK
19737,9573,negative,0,negative,need to improvement is not much better as he described,GENERAL_FEEDBACK
19738,9573,negative,0,positive,Back dual camera is good,PHONE
19736,9573,negative,0,negative,Mobile is heating fast .,PHONE
19739,9574,negative,0,negative,battery and heating issues,PHONE
19740,9574,negative,0,negative,Didn't turn out as expected...Really disappointed,GENERAL_FEEDBACK
19741,9574,negative,0,negative,Not a good option in this price range.,GENERAL_FEEDBACK
19742,9574,negative,0,negative,charger plug makes a squek like sound,PHONE
19743,9575,positive,1,positive,Awesome phone,GENERAL_FEEDBACK
19744,9576,positive,1,positive,better product in this price range.,GENERAL_FEEDBACK
19745,9577,negative,0,negative,not received headphone of this mobile,INFRASTRUCTURE
19746,9577,negative,0,positive,like it,GENERAL_FEEDBACK
19750,9578,negative,0,negative,Bluetooth issue,PHONE
19749,9578,negative,0,negative,cast to TV not working,PHONE
19748,9578,negative,0,negative,network issue,PHONE
19747,9578,negative,0,positive,rest everything ok,GENERAL_FEEDBACK
19751,9579,negative,0,negative,Very heating problem,PHONE
19752,9579,negative,0,negative,very slow work,PHONE
19753,9580,negative,0,negative,Take my words 'Just stay away' from this !,GENERAL_FEEDBACK
19754,9581,positive,0,positive,Nice phone,GENERAL_FEEDBACK
19755,9582,negative,0,negative,during usage getting heated to ~40 degree celcius,PHONE
19756,9582,negative,0,negative,It's taking time to charge,PHONE
19757,9582,negative,0,negative,Battery problem has started now.,PHONE
19758,9583,negative,0,negative,K,GENERAL_FEEDBACK
19761,9584,negative,0,positive,The phn was good,GENERAL_FEEDBACK
19759,9584,negative,0,negative,"I m having many problems , I case of battery backup ,",PHONE
19760,9584,negative,0,negative,Amazon doesn't given the bill to me,INFRASTRUCTURE
19762,9585,positive,1,positive,Excellent phone,GENERAL_FEEDBACK
19763,9586,negative,0,negative,heating problem even without use,PHONE
19764,9586,negative,0,negative,Bkwas phone bekarr camera,PHONE
19765,9587,negative,0,negative,Medium Mobile,GENERAL_FEEDBACK
19766,9588,negative,0,negative,I get the damage cellphone,INFRASTRUCTURE
19767,9589,positive,1,positive,Jordar,GENERAL_FEEDBACK
19770,9590,positive,1,negative,just sometimes get heat,PHONE
19769,9590,positive,1,positive,everything is best,GENERAL_FEEDBACK
19768,9590,positive,1,positive,Good phone,GENERAL_FEEDBACK
19771,9591,positive,1,positive,good product and good curiour,INFRASTRUCTURE
19772,9592,negative,0,negative,cheating---cheatinggggg,INFRASTRUCTURE
19773,9592,negative,0,negative,This is not a 64 gb ROM 14 GB already full,PHONE
19779,9593,negative,0,negative,No volte only LTE,PHONE
19777,9593,negative,0,negative,battery backup will be poor,PHONE
19778,9593,negative,0,negative,ur phone hit very fastly,PHONE
19775,9593,negative,0,negative,Dolby sohnd also low,PHONE
19774,9593,negative,0,positive,other features is good except above mention,GENERAL_FEEDBACK
19776,9593,negative,0,negative,Headphone sounds is very low,PHONE
19780,9594,negative,0,negative,Gaming performance is worst.,PHONE
19781,9594,negative,0,negative,its just a waste of money.,GENERAL_FEEDBACK
19782,9594,negative,0,negative,Worst camera both front and back.,PHONE
19783,9594,negative,0,negative,Heatup soon.,PHONE
19785,9595,negative,0,negative,Wake up screen also not work proporly.,PHONE
19784,9595,negative,0,negative,"The battery is worst, exhausted in 3-4 hrs",PHONE
19786,9595,negative,0,negative,This phone is worst i busy ever in my life.,GENERAL_FEEDBACK
19788,9596,negative,0,negative,bad service by amazon,INFRASTRUCTURE
19787,9596,negative,0,negative,Not good,GENERAL_FEEDBACK
19789,9597,positive,0,positive,lenovo phones are always best..this one is same,GENERAL_FEEDBACK
19790,9597,positive,0,positive,good mobile at this price range,GENERAL_FEEDBACK
19791,9598,positive,1,positive,good product to buy,GENERAL_FEEDBACK
19792,9599,negative,0,negative,VERY DIRTY RESPONSE BY AMAZON,INFRASTRUCTURE
19793,9599,negative,0,negative,calling not working,PHONE
19794,9599,negative,0,negative,not get any response by Amazon,INFRASTRUCTURE
19795,9599,negative,0,negative,Not supported LTE & VOLTE,PHONE
19796,9600,negative,0,negative,Lots of network issues and overheating.,PHONE
19797,9600,negative,0,negative,no standard screen capture functionality,PHONE
19798,9600,negative,0,negative,screen cast doesn't work,PHONE
19799,9601,negative,0,negative,Charger got problem within 2months.,PHONE
19800,9601,negative,0,negative,Very poor customer service.,INFRASTRUCTURE
19802,9602,negative,0,negative,Lot of heating problem due to the microtec processor.,PHONE
19801,9602,negative,0,negative,Camera is worst in low light,PHONE
19803,9604,negative,0,negative,Battery jaldi khtam ho jati hai,PHONE
19805,9605,negative,0,negative,Screen guard 350 Extra - very bad quality,PHONE
19804,9605,negative,0,negative,"Battery charging takes more than 2hrs, but drains fastly",PHONE
19806,9605,negative,0,negative,You can get much better phone for this price.,GENERAL_FEEDBACK
19811,9606,negative,0,negative,Camera performance also not good especially that depth mode.,PHONE
19812,9606,negative,0,negative,Network issues with jio sim.,PHONE
19810,9606,negative,0,negative,body of phone is way to slippery.,PHONE
19809,9606,negative,0,negative,plastic cover provided is cheap pastic.,PHONE
19808,9606,negative,0,negative,"4000mha battery as claimed is joke, it drains so fast.",PHONE
19807,9606,negative,0,negative,"Heating issue while charging, playing games, video making.",PHONE
19813,9607,negative,0,negative,Headphone missing,INFRASTRUCTURE
19814,9608,negative,0,negative,Cast not working,PHONE
19815,9608,negative,0,positive,Camera is good,PHONE
19816,9608,negative,0,positive,User interference is goos,PHONE
19817,9608,negative,0,negative,Battery drains fast,PHONE
19820,9609,negative,0,negative,"Heating issue, if you use continuously.",PHONE
19819,9609,negative,0,negative,Camera is not that good.,PHONE
19818,9609,negative,0,negative,No 4G for second sim.,PHONE
19821,9610,positive,1,positive,phone quality is good,GENERAL_FEEDBACK
19822,9610,positive,1,negative,camera feature low but adjustable with the prise.,PHONE
19823,9611,positive,1,positive,Nice phone,GENERAL_FEEDBACK
19824,9612,negative,0,negative,Mere jindegi me itna worst mobile me nhi dekha hun,GENERAL_FEEDBACK
19825,9613,negative,0,positive,Phone is just fantastic,GENERAL_FEEDBACK
19826,9613,negative,0,negative,My charger stopped working after 2 days.. really frustrating,PHONE
19827,9614,positive,0,positive,For a price range of 10k its a good choice.,GENERAL_FEEDBACK
19828,9615,positive,0,positive,Good is camera and higher battery,PHONE
19830,9617,negative,0,negative,Battery drains fast,PHONE
19829,9617,negative,0,negative,after 15 min use mobile wormly heatup,PHONE
19831,9621,positive,1,positive,Superbb phone in this range,GENERAL_FEEDBACK
19832,9622,negative,0,negative,This phone has a bug in bluetooth connectivity,PHONE
19833,9623,negative,0,negative,Battery not good,PHONE
19834,9624,negative,0,negative,There is some problems with this hand set.,GENERAL_FEEDBACK
19835,9625,positive,1,positive,good product with best battery,PHONE
19836,9625,positive,1,negative,camera is average,PHONE
19837,9626,positive,1,positive,Rapchik phone 'lai bhari phone ' superb,GENERAL_FEEDBACK
19838,9627,negative,0,negative,Very Poor performance if compared with Ke novo K4 Note vibe.,PHONE
19839,9628,positive,1,positive,"Phone is very gud, worth to buy",GENERAL_FEEDBACK
19840,9629,negative,0,negative,The battery life was ok for the first 3 months but the life of battery now is hardly few hours,PHONE
19841,9629,negative,0,negative,this phone is heating like an iron Box,PHONE
19842,9632,negative,0,negative,Very bad performance.. please dont buy.,PHONE
19843,9633,positive,1,positive,Best mobile in this price,GENERAL_FEEDBACK
19844,9633,positive,1,positive,good camera quality.,PHONE
19845,9634,positive,1,positive,camera is also very good.,PHONE
19846,9634,positive,1,positive,awesome processor works very fast and smoothly,PHONE
19847,9635,negative,0,negative,Didn't get .. head phones,INFRASTRUCTURE
19848,9636,negative,0,negative,After my purchase the cost was reduced by Rs.2000/-,INFRASTRUCTURE
19850,9637,positive,1,positive,camera death nice,PHONE
19849,9637,positive,1,positive,good faster and battery backup,PHONE
19851,9638,positive,1,positive,Super mobile,GENERAL_FEEDBACK
19852,9639,positive,1,positive,"I love lenova k8 note,good ND good,full of positives only",GENERAL_FEEDBACK
19853,9640,negative,0,negative,avg phone,GENERAL_FEEDBACK
19854,9641,negative,1,negative,we don't feel any changes in depth mode,PHONE
19855,9641,negative,1,positive,Product looks good.,PHONE
19856,9641,negative,1,negative,in low usage and charging it will get warm,PHONE
19857,9642,positive,1,positive,its superb phone in this price range.,GENERAL_FEEDBACK
19858,9642,positive,1,negative,overheating issues,PHONE
19860,9643,positive,1,positive,Over all its good.,GENERAL_FEEDBACK
19859,9643,positive,1,positive,I think this prices its good handset.,GENERAL_FEEDBACK
19861,9645,negative,0,negative,It's worst.,GENERAL_FEEDBACK
19862,9645,negative,0,negative,Very bad.Don't go for it.,GENERAL_FEEDBACK
19863,9646,negative,1,negative,i have some problem in phone.,GENERAL_FEEDBACK
19864,9647,positive,1,positive,Really value for money,GENERAL_FEEDBACK
19865,9647,positive,1,positive,Their is no heat in phone while using 4g,PHONE
19866,9647,positive,1,positive,"phone never lags in operation,speed is awesome",PHONE
19867,9648,positive,1,positive,Awesome mobile,GENERAL_FEEDBACK
19868,9649,positive,0,positive,Very best k4 note k8 note,GENERAL_FEEDBACK
19870,9650,negative,0,negative,it's too bad experience with amazon.,INFRASTRUCTURE
19869,9650,negative,0,negative,My lonovo mobile is tottaly shutdown for display failure,PHONE
19871,9651,negative,0,negative,Provided back cover is worse quality.,PHONE
19872,9651,negative,0,negative,Looks like its used,INFRASTRUCTURE
19873,9652,negative,0,negative,VoLte not support,PHONE
19874,9653,negative,0,negative,Batter _4000But not worthy.not last for one day,PHONE
19875,9654,positive,1,positive,K8 Note is quite good & one of the best at its range,GENERAL_FEEDBACK
19876,9655,positive,0,positive,It's ok.,GENERAL_FEEDBACK
19877,9656,positive,1,positive,This Is Mobile Phone Is Very Best.,GENERAL_FEEDBACK
19881,9657,negative,0,positive,Good phone,GENERAL_FEEDBACK
19880,9657,negative,0,negative,user interface is not so much good,PHONE
19879,9657,negative,0,negative,i don't feel like any difference between dual camera and single camera,PHONE
19878,9657,negative,0,negative,"it doesn't have stock music,video player as well as gallery",PHONE
19882,9658,negative,0,negative,Not good phone on this price,GENERAL_FEEDBACK
19883,9658,negative,0,negative,camera not good,PHONE
19884,9658,negative,0,negative,many problems this phone..,GENERAL_FEEDBACK
19885,9659,positive,1,positive,Good,GENERAL_FEEDBACK
19886,9660,positive,1,positive,Owesome,GENERAL_FEEDBACK
19887,9661,positive,1,positive,It's a good phone under low budget.,GENERAL_FEEDBACK
19888,9661,positive,1,positive,I liked the features of the phone very much,GENERAL_FEEDBACK
19890,9662,negative,0,negative,Whatever you play via Bluetooth keeps breaking in between and getting disconnected.,PHONE
19889,9662,negative,0,negative,Absolutely crappy Bluetooth system.,PHONE
19891,9663,negative,1,positive,Phone is best,GENERAL_FEEDBACK
19892,9663,negative,1,negative,heating problem.,PHONE
19893,9664,negative,0,negative,very 3rd quality phone,GENERAL_FEEDBACK
19894,9665,negative,1,negative,battery back up could be better...,PHONE
19895,9665,negative,1,positive,Good.. One,GENERAL_FEEDBACK
19897,9666,positive,0,positive,Better buy this.,GENERAL_FEEDBACK
19898,9666,positive,0,positive,I loved the phone under this range.,GENERAL_FEEDBACK
19896,9666,positive,0,positive,amazing camera.,PHONE
19899,9667,positive,1,positive,I love lenovo,GENERAL_FEEDBACK
19900,9668,negative,0,negative,Very bad,GENERAL_FEEDBACK
19901,9669,positive,1,positive,Just amazing...!!!,GENERAL_FEEDBACK
19902,9670,positive,1,positive,other features r realy good,PHONE
19903,9670,positive,1,negative,Camera quality is not good,PHONE
19905,9671,positive,1,positive,still no getting any problem.,GENERAL_FEEDBACK
19904,9671,positive,1,positive,It's really nice phone,GENERAL_FEEDBACK
19906,9672,positive,1,positive,Good product and nice camera,PHONE
19908,9673,negative,0,negative,tried lot not getting fixed,GENERAL_FEEDBACK
19907,9673,negative,0,negative,Video voice call gets distorted...,PHONE
19909,9674,negative,0,negative,Don't bye this phone,GENERAL_FEEDBACK
19910,9674,negative,0,negative,phones screen fleaker all the time,PHONE
19911,9674,negative,0,negative,your eyes start paining,PHONE
19912,9675,positive,1,positive,Nice product.,GENERAL_FEEDBACK
19913,9676,negative,0,negative,Phone not reachable in idle mode and battery saver mode.,PHONE
19914,9676,negative,0,negative,No proper reply from Lenovo care.,INFRASTRUCTURE
19915,9676,negative,0,negative,Worst phone,GENERAL_FEEDBACK
19916,9677,positive,1,positive,For only gamer..,PHONE
19917,9678,negative,0,negative,I didnt receive earphones,INFRASTRUCTURE
19918,9679,positive,1,positive,Nice phone,GENERAL_FEEDBACK
19919,9680,negative,1,positive,Phone is best,GENERAL_FEEDBACK
19920,9680,negative,1,negative,light heat,PHONE
19921,9681,positive,1,negative,No NFC.,PHONE
19922,9681,positive,1,positive,Otherwise a 5-star worthy phone at the price,GENERAL_FEEDBACK
19923,9682,positive,1,positive,Nice,GENERAL_FEEDBACK
19924,9683,negative,0,negative,Not nice,GENERAL_FEEDBACK
19925,9684,positive,1,positive,Awesome product,GENERAL_FEEDBACK
19926,9685,negative,0,negative,One side speaker not working properly,PHONE
19929,9686,negative,0,negative,my phone fell from 3 ft and the glass broke.,PHONE
19928,9686,negative,0,negative,Very disappointed.,GENERAL_FEEDBACK
19927,9686,negative,0,negative,Custome support also doesn't respond well,INFRASTRUCTURE
19930,9687,negative,0,negative,hanged anytime,PHONE
19931,9687,negative,0,negative,slow processor.,PHONE
19932,9687,negative,0,negative,Worst phone totally waste of money,GENERAL_FEEDBACK
19933,9687,negative,0,negative,heating issue,PHONE
19934,9688,negative,0,negative,not good doot buy it .,GENERAL_FEEDBACK
19935,9689,negative,0,negative,No galary,PHONE
19936,9689,negative,0,negative,Can't change ringtone,PHONE
19937,9689,negative,0,negative,LTE not support,PHONE
19938,9690,positive,0,positive,Chip products worth money,GENERAL_FEEDBACK
19939,9691,negative,0,negative,it shows the purchase date as 30-09-2017.,INFRASTRUCTURE
19940,9691,negative,0,negative,It looks like the product was returned by someone.,INFRASTRUCTURE
19941,9692,positive,1,positive,Nice product,GENERAL_FEEDBACK
19942,9693,positive,0,positive,Good,GENERAL_FEEDBACK
19943,9694,positive,1,positive,The best phone in the market in such price...,GENERAL_FEEDBACK
19944,9694,positive,1,positive,Awesome features...,GENERAL_FEEDBACK
19945,9694,positive,1,positive,Lovely performance...,PHONE
19946,9694,positive,1,positive,delivery was super quick.,INFRASTRUCTURE
19949,9695,negative,0,positive,Good os,PHONE
19948,9695,negative,0,negative,"some options are missing,video calling,cast screen",PHONE
19947,9695,negative,0,negative,automatic call recording not working properly,PHONE
19950,9696,positive,1,positive,best product.,GENERAL_FEEDBACK
19951,9697,negative,0,negative,Battery drained frequently in idle stand by.,PHONE
19952,9697,negative,0,negative,"Heating issue, phone increases temperature with in 5 minutes usage.",PHONE
19953,9698,positive,1,positive,I love it's all the function,GENERAL_FEEDBACK
