row_id,review_id,overall_sentiment,ground_truth_sentiment,aspect_sentiment,aspect_summary,high_category,main_category
14727,7091,negative,0,negative,Dont buy it.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14728,7091,negative,0,negative,Its camera is totaly bad,PHONE,CAMERA
14729,7092,positive,1,positive,Good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14730,7093,positive,1,positive,I strongly recommend this product to all..,GENERAL_FEEDBACK,OVERALL SATISFACTION
14731,7093,positive,1,positive,Very good product at this price.,GENERAL_FEEDBACK,PRICE & VALUE
14732,7094,positive,1,positive,Good product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14733,7095,positive,1,positive,Lenovo K8 Note is best phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14736,7096,negative,0,negative,don't suggest this mobile for anyone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14735,7096,negative,0,negative,camera lens are get blurring frequently,PHONE,CAMERA
14734,7096,negative,0,negative,Waste of money,GENERAL_FEEDBACK,PRICE & VALUE
14737,7097,negative,0,negative,it front camera is not working.,PHONE,CAMERA
14738,7098,negative,0,negative,Worst experience ever.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14739,7098,negative,0,negative,No signals on a brand new phone .,PHONE,CONNECTIVITY
14740,7098,negative,0,negative,Tried to return or replace and requested 3 time and got amazing super fast no response.,INFRASTRUCTURE,CUSTOMER SUPPORT
14741,7099,negative,0,negative,Very bad,GENERAL_FEEDBACK,OVERALL SATISFACTION
14742,7100,positive,1,positive,Super fast phone,PHONE,PERFORMANCE
14743,7101,negative,0,negative,its very slow and the video get struck when streamed from any websites.,PHONE,PERFORMANCE
14744,7102,negative,0,negative,Worst experience...,GENERAL_FEEDBACK,OVERALL SATISFACTION
14745,7103,positive,1,positive,Ache h,GENERAL_FEEDBACK,OVERALL SATISFACTION
14746,7104,negative,0,negative,back camera is not working properly.,PHONE,CAMERA
14747,7104,negative,0,positive,mobile is good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14748,7105,positive,1,positive,Excellent Quality of Product,GENERAL_FEEDBACK,OVERALL SATISFACTION
14749,7106,positive,1,positive,Lenovo k8 have ambinet light sensor,PHONE,DESIGN
14750,7107,negative,0,positive,camera is good,PHONE,CAMERA
14751,7107,negative,0,negative,battery is not good,PHONE,BATTERY
14752,7108,positive,1,positive,good phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14754,7109,negative,0,negative,Shows very low coverage despite in full range,PHONE,CONNECTIVITY
14753,7109,negative,0,negative,Battery drains in 6 hrs,PHONE,BATTERY
14755,7110,positive,1,negative,except the brokeh mode,PHONE,CAMERA
14756,7110,positive,1,positive,everything is good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14757,7111,positive,1,positive,Really awsm,GENERAL_FEEDBACK,OVERALL SATISFACTION
14758,7112,negative,0,negative,NFC miss,PHONE,CONNECTIVITY
14759,7112,negative,0,negative,battery percentage not showing,PHONE,SOFTWARE
14760,7112,negative,0,negative,back key & others key not light,PHONE,DESIGN
14761,7112,negative,0,negative,Camera quality average,PHONE,CAMERA
14762,7113,negative,1,negative,Sound quality is very low,PHONE,AUDIO
14764,7114,negative,0,negative,received a faulty phone,PHONE,DESIGN
14763,7114,negative,0,negative,Worst response from lenovo,INFRASTRUCTURE,CUSTOMER SUPPORT
14765,7115,positive,1,positive,battery life is very good,PHONE,BATTERY
14766,7115,positive,1,positive,Super phone working excellent,GENERAL_FEEDBACK,OVERALL SATISFACTION
14767,7116,positive,1,positive,Fast delivery,INFRASTRUCTURE,DELIVERY
14768,7116,positive,1,positive,camera is Super with depth mode,PHONE,CAMERA
14769,7116,positive,1,positive,Everything is perfect,GENERAL_FEEDBACK,OVERALL SATISFACTION
14770,7116,positive,1,positive,Excellent Phone I ever seen.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14771,7117,positive,1,positive,Good..,GENERAL_FEEDBACK,OVERALL SATISFACTION
14772,7118,negative,1,positive,Good mobile.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14773,7118,negative,1,negative,Screen cast not working with Android TV player.,PHONE,CONNECTIVITY
14774,7119,negative,0,negative,Mobile generated heating problem,PHONE,BATTERY
14775,7120,negative,0,negative,Phone having signals problem,PHONE,CONNECTIVITY
14776,7121,positive,1,positive,cool,GENERAL_FEEDBACK,OVERALL SATISFACTION
14777,7122,negative,0,negative,this phone have worst mediatek processer,PHONE,PERFORMANCE
14778,7122,negative,0,negative,when your battery is less than 15 % it started hot and slow,PHONE,BATTERY
14779,7123,positive,1,positive,Nice one,GENERAL_FEEDBACK,OVERALL SATISFACTION
14780,7124,positive,1,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14786,7125,positive,1,positive,Fornt camera very nice,PHONE,CAMERA
14785,7125,positive,1,positive,Battery backup very good,PHONE,BATTERY
14784,7125,positive,1,positive,Charge very fast,PHONE,BATTERY
14782,7125,positive,1,negative,heating the divice when charging 40°c,PHONE,BATTERY
14781,7125,positive,1,positive,Super pH so frnd must buy it,GENERAL_FEEDBACK,OVERALL SATISFACTION
14783,7125,positive,1,positive,camera so good,PHONE,CAMERA
14787,7126,positive,1,positive,Very nice phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14788,7126,positive,1,positive,good quality camera,PHONE,CAMERA
14789,7126,positive,1,positive,smooth functions,PHONE,PERFORMANCE
14790,7126,positive,1,positive,value for money worth buying,GENERAL_FEEDBACK,PRICE & VALUE
14792,7127,negative,0,negative,Too bad camera,PHONE,CAMERA
14791,7127,negative,0,negative,and battery,PHONE,BATTERY
14795,7128,negative,0,positive,good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14794,7128,negative,0,negative,no auto call recording in phone,PHONE,SOFTWARE
14793,7128,negative,0,negative,not working other application for call record.,PHONE,SOFTWARE
14796,7129,negative,0,negative,it does not show Lenovo k8 not for exchange,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
14797,7130,positive,1,positive,Yeah,GENERAL_FEEDBACK,OVERALL SATISFACTION
14798,7131,positive,1,positive,Nice one,GENERAL_FEEDBACK,OVERALL SATISFACTION
14799,7132,negative,0,negative,The battery has been failed and not charging,PHONE,BATTERY
14803,7133,positive,1,positive,stock android,PHONE,SOFTWARE
14802,7133,positive,1,positive,Excellent phone for the price segments,GENERAL_FEEDBACK,PRICE & VALUE
14804,7133,positive,1,positive,dedicated memory slot storage,PHONE,STORAGE
14800,7133,positive,1,positive,dual camera setup,PHONE,CAMERA
14801,7133,positive,1,positive,decent working phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14805,7134,positive,1,positive,Very good device in this price range,GENERAL_FEEDBACK,PRICE & VALUE
14806,7135,positive,1,positive,Very much good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14807,7136,negative,0,negative,Don't buy this Mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
14812,7137,negative,0,negative,Performance slows down after a month,PHONE,PERFORMANCE
14808,7137,negative,0,negative,Adaptive brightness is non functional,PHONE,DISPLAY
14809,7137,negative,0,negative,Battery issue (it takes 8+ hours to charge 100%),PHONE,BATTERY
14810,7137,negative,0,negative,Battery also gets heated,PHONE,BATTERY
14811,7137,negative,0,negative,Bluetooth connectivity issue,PHONE,CONNECTIVITY
14813,7138,positive,0,positive,Good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14814,7139,negative,1,positive,Product is very good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14815,7139,negative,1,negative,Bluetooth headset connection is not better,PHONE,CONNECTIVITY
14817,7140,negative,0,negative,the package doesn't contain 2 turbo charger,INFRASTRUCTURE,DELIVERY
14816,7140,negative,0,positive,Mobile is working good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14818,7141,positive,1,positive,Very good product,GENERAL_FEEDBACK,OVERALL SATISFACTION
14819,7142,positive,0,positive,Gud look mobile.,PHONE,DESIGN
14820,7143,negative,0,negative,Network speed is terrible.,PHONE,CONNECTIVITY
14821,7143,negative,0,negative,Network Signal r also low.,PHONE,CONNECTIVITY
14822,7143,negative,0,negative,there is no policy for refund.,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
14823,7143,negative,0,negative,I made mistake by purchasing this mobile.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14824,7144,positive,1,positive,Good one,GENERAL_FEEDBACK,OVERALL SATISFACTION
14825,7145,positive,1,positive,Best mobile in 14k budget,GENERAL_FEEDBACK,PRICE & VALUE
14826,7146,negative,0,negative,Very bad mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
14827,7147,positive,1,positive,Good phone with in 15k bugdet,GENERAL_FEEDBACK,PRICE & VALUE
14828,7147,positive,1,positive,working smoothly,PHONE,PERFORMANCE
14829,7147,positive,1,positive,don't think much just go for it,GENERAL_FEEDBACK,OVERALL SATISFACTION
14830,7148,positive,1,positive,Lenovo awesome,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
14831,7149,negative,1,negative,company claimed battery talk time 24 hrs but it exhausted in 12 hrs,PHONE,BATTERY
14832,7149,negative,1,negative,at the time of charging it heats up,PHONE,BATTERY
14833,7149,negative,1,positive,"Mobile working nice, look great",PHONE,DESIGN
14834,7150,positive,1,positive,i m satisfied with this,GENERAL_FEEDBACK,OVERALL SATISFACTION
14836,7151,negative,0,negative,Heating issues,PHONE,BATTERY
14837,7151,negative,0,negative,performance is low,PHONE,PERFORMANCE
14835,7151,negative,0,negative,worst phone ever,GENERAL_FEEDBACK,OVERALL SATISFACTION
14838,7152,positive,1,positive,Good battery life.,PHONE,BATTERY
14839,7152,positive,1,positive,Really awesome camera ❤️.,PHONE,CAMERA
14840,7153,positive,1,positive,Relly very good mobile in this range.,GENERAL_FEEDBACK,PRICE & VALUE
14841,7154,positive,1,positive,It's osm....I'm loving it,GENERAL_FEEDBACK,OVERALL SATISFACTION
14842,7155,positive,1,positive,Service to well,INFRASTRUCTURE,CUSTOMER SUPPORT
14843,7155,positive,1,positive,I never face any problem with it,GENERAL_FEEDBACK,OVERALL SATISFACTION
14844,7155,positive,1,positive,Its a fantastic phone in this price range,GENERAL_FEEDBACK,PRICE & VALUE
14847,7156,negative,0,negative,poor network connection,PHONE,CONNECTIVITY
14845,7156,negative,0,negative,It over heat,PHONE,BATTERY
14846,7156,negative,0,negative,not have any status bar features,PHONE,SOFTWARE
14848,7156,negative,0,negative,not have dual app feature,PHONE,SOFTWARE
14849,7156,negative,0,negative,not have to separate ring tone for dual setting,PHONE,SOFTWARE
14850,7157,positive,1,positive,Thanks,GENERAL_FEEDBACK,OVERALL SATISFACTION
14855,7158,negative,0,negative,"No Galary, Music/ Video player, Recording option",PHONE,SOFTWARE
14854,7158,negative,0,negative,Not Handy - Hv to manage with both hands.,PHONE,DESIGN
14856,7158,negative,0,negative,Low light images quality is not good enough.,PHONE,CAMERA
14852,7158,negative,0,negative,Due to its heavy weight gorilla glass is not useful.,PHONE,DESIGN
14851,7158,negative,0,negative,Its network catch quality is also not good.,PHONE,CONNECTIVITY
14853,7158,negative,0,negative,My phone fall n screen broken down.,PHONE,DISPLAY
14858,7159,negative,0,negative,Don't waste your money.,GENERAL_FEEDBACK,PRICE & VALUE
14857,7159,negative,0,negative,k8 note has worst sound quality.,PHONE,AUDIO
14859,7160,negative,0,positive,Blazing fast speed to open and manage all apps,PHONE,PERFORMANCE
14869,7160,negative,0,negative,No ultra power saving mode option.,PHONE,SOFTWARE
14868,7160,negative,0,negative,Gets warm while playing simple games like Candy crush,PHONE,BATTERY
14866,7160,negative,0,negative,Unread message badge counter for notification is missing.,PHONE,SOFTWARE
14865,7160,negative,0,negative,No separate option for monitering Call and Message notifications Ringtone.,PHONE,SOFTWARE
14867,7160,negative,0,negative,Personally I didnt find Stock android OS that great.,PHONE,SOFTWARE
14863,7160,negative,0,negative,Key board typing is not so smooth,PHONE,SOFTWARE
14862,7160,negative,0,positive,Display panel excellent,PHONE,DISPLAY
14861,7160,negative,0,negative,Battery hogging.,PHONE,BATTERY
14860,7160,negative,0,positive,Premium Look with all metal finish,PHONE,DESIGN
14864,7160,negative,0,negative,Very heavy n bulky.,PHONE,DESIGN
14870,7161,negative,0,negative,worst product,GENERAL_FEEDBACK,OVERALL SATISFACTION
14875,7162,negative,0,negative,Have to restart the phone many times in a day.,PHONE,PERFORMANCE
14871,7162,negative,0,negative,it started acting weird.,PHONE,PERFORMANCE
14872,7162,negative,0,negative,Proximity sensors don't seem to work sometimes.,PHONE,SOFTWARE
14873,7162,negative,0,negative,Contacts and Phone app get stuck a lot.,PHONE,SOFTWARE
14874,7162,negative,0,negative,Touch screen becomes unresponsive sometimes.,PHONE,DISPLAY
14879,7163,positive,1,negative,this is stock Android so you can't expect extra.,PHONE,SOFTWARE
14878,7163,positive,1,positive,Phone hardware is absolutely awesome.,PHONE,DESIGN
14876,7163,positive,1,negative,Some software issue need to fix,PHONE,SOFTWARE
14877,7163,positive,1,negative,Function like screen casting is not working.,PHONE,SOFTWARE
14880,7164,negative,0,negative,Camera Performance Average,PHONE,CAMERA
14881,7165,negative,0,negative,Very bad .you have cheated,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
14882,7165,negative,0,negative,the product has so many software complaints from the first day itself,PHONE,SOFTWARE
14883,7165,negative,0,negative,dolby doesnt work on playing music,PHONE,AUDIO
14884,7165,negative,0,negative,the. Sound quality is very worst,PHONE,AUDIO
14885,7165,negative,0,negative,"worthless product, waste of time and money",GENERAL_FEEDBACK,PRICE & VALUE
14886,7166,negative,0,negative,Poor phon,GENERAL_FEEDBACK,OVERALL SATISFACTION
14887,7167,negative,0,negative,charger complaint in 2 months of use,PHONE,BATTERY
14888,7168,positive,1,positive,Best.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14889,7169,negative,0,negative,Voice is low,PHONE,AUDIO
14890,7169,negative,0,negative,battery back up is not as expected,PHONE,BATTERY
14891,7170,negative,0,negative,Already used phone.,INFRASTRUCTURE,DELIVERY
14892,7171,negative,0,negative,Single speaker only work..,PHONE,AUDIO
14893,7172,negative,0,negative,stopped charging abruptly..it would not turn on,PHONE,BATTERY
14894,7173,positive,0,positive,Good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14895,7174,positive,1,positive,Yes its awesome,GENERAL_FEEDBACK,OVERALL SATISFACTION
14896,7175,positive,1,positive,Good mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
14899,7176,negative,1,positive,Overall other features are good as mentioned,GENERAL_FEEDBACK,OVERALL SATISFACTION
14897,7176,negative,1,negative,Gorilla glass is not genuine.,PHONE,DESIGN
14898,7176,negative,1,negative,my display is full of scratches.,PHONE,DISPLAY
14900,7177,positive,1,positive,Value for money phone.,GENERAL_FEEDBACK,PRICE & VALUE
14901,7178,negative,0,negative,I booked the gold I get black,INFRASTRUCTURE,DELIVERY
14902,7179,positive,1,positive,this phone is best value for money.,GENERAL_FEEDBACK,PRICE & VALUE
14903,7179,positive,1,positive,Works smoothly,PHONE,PERFORMANCE
14904,7179,positive,1,positive,bettry also lasts long.,PHONE,BATTERY
14905,7179,positive,1,positive,The turbo charging is also super cool.,PHONE,BATTERY
14908,7180,negative,0,negative,poor audio quality,PHONE,AUDIO
14909,7180,negative,0,negative,Notification LED problem,PHONE,SOFTWARE
14906,7180,negative,0,negative,patch issue,PHONE,SOFTWARE
14907,7180,negative,0,negative,battery draining fast.,PHONE,BATTERY
14910,7181,negative,0,negative,Not good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14911,7182,positive,1,positive,Very good phone for this price tag..,GENERAL_FEEDBACK,PRICE & VALUE
14912,7183,positive,1,positive,Good Product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14913,7183,positive,1,positive,Every function working smoothly.,PHONE,PERFORMANCE
14914,7184,positive,1,positive,Nice product,GENERAL_FEEDBACK,OVERALL SATISFACTION
14915,7185,positive,1,positive,best phone under 12k,GENERAL_FEEDBACK,PRICE & VALUE
14916,7185,positive,1,positive,its sound very Awsome,PHONE,AUDIO
14917,7185,positive,1,positive,Running Phone Very Smoothly,PHONE,PERFORMANCE
14922,7186,negative,0,negative,Dolby audio is only strategy by Lenovo for selling purposes,PHONE,AUDIO
14923,7186,negative,0,negative,I am totally disappointed after purchase this product,GENERAL_FEEDBACK,OVERALL SATISFACTION
14921,7186,negative,0,negative,"Dull screen, weak network",PHONE,DISPLAY
14918,7186,negative,0,negative,My Lenovo mobile screen is cracked just after 2 days of purchase,PHONE,DISPLAY
14919,7186,negative,0,negative,it is not a original gorilla glass or Lenovo making fool to thier customer,PHONE,DESIGN
14920,7186,negative,0,negative,over heating problem,PHONE,BATTERY
14924,7187,negative,0,negative,Earphone issue .,PHONE,AUDIO
14925,7187,negative,0,negative,Earphone does not fully enter the point,PHONE,DESIGN
14926,7187,negative,0,negative,Sound quality is low nd bad in earphone.,PHONE,AUDIO
14927,7188,negative,0,negative,this is very third class phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14928,7188,negative,0,negative,phone is heating too much.,PHONE,BATTERY
14929,7188,negative,0,negative,it is taking 5 to 6 hour to get charged fully.,PHONE,BATTERY
14930,7188,negative,0,negative,i think lenovo is a cheater company,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
14931,7189,negative,0,positive,phone I good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14932,7189,negative,0,negative,am having network issue,PHONE,CONNECTIVITY
14933,7189,negative,0,negative,"n earfone, problem",PHONE,AUDIO
14934,7190,positive,1,positive,"So nice product, all features in this price",GENERAL_FEEDBACK,PRICE & VALUE
14935,7191,positive,1,positive,Satticfied,GENERAL_FEEDBACK,OVERALL SATISFACTION
14936,7192,negative,0,negative,Dual 4G standby mentioned above. That's not True.,PHONE,CONNECTIVITY
14937,7192,negative,0,negative,I feel like cheated.,GENERAL_FEEDBACK,BRAND TRUST & REPUTATION
14938,7193,positive,1,positive,Best phone on this Price,GENERAL_FEEDBACK,PRICE & VALUE
14939,7194,positive,1,positive,Good mobile to purchase,GENERAL_FEEDBACK,OVERALL SATISFACTION
14940,7195,positive,1,positive,best atomos and camera,PHONE,AUDIO
14941,7195,positive,1,negative,during charging only heating issues,PHONE,BATTERY
14942,7195,positive,1,positive,Overall it is best choice one can have,GENERAL_FEEDBACK,OVERALL SATISFACTION
14943,7196,negative,0,positive,Good phone so far,GENERAL_FEEDBACK,OVERALL SATISFACTION
14944,7196,negative,0,negative,"Can't set any music or song as ringtone , there is no such option.",PHONE,SOFTWARE
14945,7196,negative,0,negative,there is no option of speed dialing.,PHONE,SOFTWARE
14946,7197,positive,1,positive,Good one,GENERAL_FEEDBACK,OVERALL SATISFACTION
14948,7198,positive,1,negative,dual back camera not clearly focus on object.,PHONE,CAMERA
14947,7198,positive,1,positive,its awesome,GENERAL_FEEDBACK,OVERALL SATISFACTION
14949,7199,negative,0,negative,Truely not satisfied with service,INFRASTRUCTURE,CUSTOMER SUPPORT
14950,7199,negative,0,negative,camera is also not that good that it should be,PHONE,CAMERA
14951,7199,negative,0,negative,music key not working,PHONE,DESIGN
14952,7200,negative,0,negative,"Very worst, batrry and heating problem.",PHONE,BATTERY
14953,7201,positive,1,positive,Dual camera high definition as compared low cost,PHONE,CAMERA
14954,7202,positive,1,positive,Nice phone .best deal,GENERAL_FEEDBACK,PRICE & VALUE
14955,7203,positive,1,negative,Some heating issue when i play asphalt 8 or any other game,PHONE,BATTERY
14956,7203,positive,1,negative,I really unhappy when its price down 1000rs after a week of purchase,INFRASTRUCTURE,POLICY CLARITY & TRUSTWORTHINESS
14960,7204,negative,0,negative,camera Bakwas ekdam.,PHONE,CAMERA
14959,7204,negative,0,negative,rapid charging working not well.,PHONE,BATTERY
14957,7204,negative,0,negative,display quality is too bad.,PHONE,DISPLAY
14958,7204,negative,0,negative,Battery drain very fast and when use WiFi battery also drain very very fast .,PHONE,BATTERY
14961,7205,negative,0,negative,very average battery packup,PHONE,BATTERY
14962,7206,positive,1,positive,excellent phone at superb price,GENERAL_FEEDBACK,PRICE & VALUE
14963,7206,positive,1,positive,it is 4 gb ram with 64 gb rom variant,PHONE,STORAGE
14964,7207,positive,1,positive,Everything is good about this device.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14965,7208,positive,1,positive,Awesome Mobile,GENERAL_FEEDBACK,OVERALL SATISFACTION
14966,7209,positive,1,positive,Fantastic mobail,GENERAL_FEEDBACK,OVERALL SATISFACTION
14967,7210,negative,0,negative,Screen guard not provided with the mobile.,INFRASTRUCTURE,DELIVERY
14968,7211,negative,0,negative,battery drains fast,PHONE,BATTERY
14969,7211,negative,0,negative,turbo power not working good,PHONE,BATTERY
14970,7211,negative,0,negative,rear camera doesnt work cool,PHONE,CAMERA
14971,7212,negative,0,negative,Battery getting drain very fast only 5 hrs can be used for 100% mobile,PHONE,BATTERY
14972,7212,negative,0,negative,Heating also happening when charging,PHONE,BATTERY
14973,7213,negative,0,negative,It is only LTE not voLTE phone.need software upgrade.....,PHONE,CONNECTIVITY
14974,7214,positive,1,positive,Amazing phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14975,7214,positive,1,negative,Camera can b better,PHONE,CAMERA
14976,7215,positive,0,positive,Ok nice to use,GENERAL_FEEDBACK,OVERALL SATISFACTION
14977,7216,positive,0,positive,Little good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14979,7217,negative,0,negative,Worst phone I have ever purchased.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14978,7217,negative,0,negative,So many problems in the product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14980,7218,negative,0,negative,Not expecting my terms....,GENERAL_FEEDBACK,OVERALL SATISFACTION
14981,7219,negative,0,negative,Auto call recorder not work and any recorder app call recorder app not working,PHONE,SOFTWARE
14982,7220,negative,0,positive,k8 note phone.super,GENERAL_FEEDBACK,OVERALL SATISFACTION
14983,7220,negative,0,negative,battery pickup low,PHONE,BATTERY
14984,7220,negative,0,negative,vey heating problems,PHONE,BATTERY
14985,7221,positive,1,positive,Nice priduct of lenove Its works suppeer,GENERAL_FEEDBACK,OVERALL SATISFACTION
14986,7222,positive,1,positive,Best mobile till now which compete with cell phones of range 20k price.,GENERAL_FEEDBACK,COMPETITOR COMPARISON
14987,7223,positive,1,positive,Good phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
14988,7224,positive,1,positive,Ok,GENERAL_FEEDBACK,OVERALL SATISFACTION
14990,7225,negative,0,negative,Cast also doesn't work,PHONE,CONNECTIVITY
14989,7225,negative,0,negative,Lot of issues with phone.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14991,7226,positive,1,positive,Very beautiful phone,PHONE,DESIGN
14992,7226,positive,1,positive,camera good,PHONE,CAMERA
14993,7226,positive,1,positive,sound good,PHONE,AUDIO
14994,7226,positive,1,positive,ram speed good,PHONE,PERFORMANCE
14995,7227,positive,1,positive,Fabulous,GENERAL_FEEDBACK,OVERALL SATISFACTION
14996,7228,positive,1,positive,Very good,GENERAL_FEEDBACK,OVERALL SATISFACTION
14997,7229,negative,0,negative,Warast mobile.,GENERAL_FEEDBACK,OVERALL SATISFACTION
14998,7229,negative,0,negative,all moto apps.plz update next lenovo vorstions.,PHONE,SOFTWARE
14999,7230,positive,1,positive,Very good this my phone,GENERAL_FEEDBACK,OVERALL SATISFACTION
15000,7231,negative,0,negative,Battery backup is too low.,PHONE,BATTERY
15001,7231,negative,0,negative,Over heating issue while charging the battery.,PHONE,BATTERY
15002,7231,negative,0,negative,Camera result is very poor.,PHONE,CAMERA
15003,7232,positive,1,positive,Nice Phone All r good,GENERAL_FEEDBACK,OVERALL SATISFACTION
15004,7233,negative,0,negative,heating terrible and battery draining very quickly,PHONE,BATTERY
15005,7233,negative,0,negative,not introduce any update to resolve it.,INFRASTRUCTURE,CUSTOMER SUPPORT
15006,7234,positive,1,positive,A good phone by looks and features.,PHONE,DESIGN
15007,7234,positive,1,positive,Battery backup is also good.,PHONE,BATTERY
15008,7234,positive,1,positive,Touch screen response is good.,PHONE,DISPLAY
15012,7235,negative,0,negative,very poor service from Amazon,INFRASTRUCTURE,CUSTOMER SUPPORT
15011,7235,negative,0,negative,Don't buy this phone.. totally waste of money,GENERAL_FEEDBACK,PRICE & VALUE
15009,7235,negative,0,negative,Jio 4g not working properly on this phone,PHONE,CONNECTIVITY
15010,7235,negative,0,negative,other person k call ko not reachable ya switch off btata hai,PHONE,CONNECTIVITY
15013,7236,positive,1,positive,Mobile is superb.,GENERAL_FEEDBACK,OVERALL SATISFACTION
15014,7236,positive,1,positive,You can also do video call from dialer itself.,PHONE,SOFTWARE
15015,7236,positive,1,negative,Only drawback is its heavy weight. 175g.,PHONE,DESIGN
15016,7237,positive,0,positive,No words,GENERAL_FEEDBACK,OVERALL SATISFACTION
15017,7238,positive,1,positive,Better phone in this price segment.,GENERAL_FEEDBACK,PRICE & VALUE
15018,7239,negative,1,negative,The only drawback is the battery it dies fast,PHONE,BATTERY
15020,7240,negative,0,negative,no battery backup,PHONE,BATTERY
15019,7240,negative,0,negative,Mobile is overheating,PHONE,BATTERY
15021,7241,negative,0,negative,Not satisfactory,GENERAL_FEEDBACK,OVERALL SATISFACTION
15022,7242,negative,0,negative,Charger missing,INFRASTRUCTURE,DELIVERY
15023,7243,negative,0,negative,video quality is not good.,PHONE,CAMERA
15024,7243,negative,0,negative,images are too much sharp,PHONE,CAMERA
15025,7244,positive,1,positive,performance of mobile phone is excellent,PHONE,PERFORMANCE
15026,7244,positive,1,positive,Never Hangs Up,PHONE,PERFORMANCE
15027,7244,positive,1,positive,Excellent camera quality,PHONE,CAMERA
15028,7245,negative,0,negative,Sound problem,PHONE,AUDIO
15031,7246,negative,0,negative,the turbo charger takes 4 to 5 hours to charge,PHONE,BATTERY
15030,7246,negative,0,negative,the battery drains down very quickly.,PHONE,BATTERY
15029,7246,negative,0,negative,The Mobile has heating issues,PHONE,BATTERY
15032,7247,negative,0,negative,Problem with Jio network,PHONE,CONNECTIVITY
15033,7248,negative,0,negative,It's uesd phone,INFRASTRUCTURE,DELIVERY
15034,7249,negative,0,negative,A blue spot came on my screen.,PHONE,DISPLAY
15035,7250,negative,0,negative,Bad,GENERAL_FEEDBACK,OVERALL SATISFACTION
15036,7251,positive,1,positive,Otherwise very nice worthy,GENERAL_FEEDBACK,PRICE & VALUE
15037,7251,positive,1,negative,Sometimes charging issues are there.,PHONE,BATTERY
15038,7252,positive,1,positive,Super,GENERAL_FEEDBACK,OVERALL SATISFACTION
15040,7253,negative,0,negative,Over heating during changing,PHONE,BATTERY
15039,7253,negative,0,negative,buttery life note good,PHONE,BATTERY
15041,7254,negative,0,negative,battery problem,PHONE,BATTERY
15042,7255,positive,1,positive,Rest is amazing.,GENERAL_FEEDBACK,OVERALL SATISFACTION
15043,7255,positive,1,negative,Not quite satisfied with camera performance,PHONE,CAMERA
15044,7255,positive,1,negative,could have had a better display quality,PHONE,DISPLAY
15045,7255,positive,1,positive,Good product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
15046,7256,positive,1,positive,Received next day.,INFRASTRUCTURE,DELIVERY
15047,7256,positive,1,positive,Good product.,GENERAL_FEEDBACK,OVERALL SATISFACTION
15050,7257,negative,0,negative,scree mirroring not working,PHONE,CONNECTIVITY
15049,7257,negative,0,negative,network issue,PHONE,CONNECTIVITY
15048,7257,negative,0,negative,battery backup very poor.,PHONE,BATTERY
15051,7258,negative,0,negative,this was switch off automatically,PHONE,SOFTWARE
15052,7258,negative,0,negative,this battery was bad,PHONE,BATTERY
15053,7258,negative,0,negative,no good product,GENERAL_FEEDBACK,OVERALL SATISFACTION
15054,7259,negative,0,negative,its battery is worst .,PHONE,BATTERY
15055,7259,negative,0,negative,this phone lags alot when using data,PHONE,PERFORMANCE
